probe_set_id,genechip_array,species_scientific_name,annotation_date,sequence_type,sequence_source,transcript_id,target_description,representative_public_id,archival_unigene_cluster,unigene_id,genome_version,alignments,gene_symbol,chromosomal_location,unigene_cluster_type,ensembl,entrez_gene,ec,omim,refseq_protein_id,refseq_transcript_id,flybase,agi,wormbase,mgi_name,rgd_name,sgd_accession_number,qtl,annotation_description,gene_title_des
1553347_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.391581.1,"gb:NM_002235.2 /DB_XREF=gi:25952089 /GEN=KCNA6 /TID=Hs2.391581.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=3742 /UG=Hs.391581 /DEF=Homo sapiens potassium voltage-gated channel, shaker-related subfamily, member 6 (KCNA6), mRNA. /PROD=potassium voltage-gated channel, shaker-relatedsubfamily, member 6 /FL=gb:NM_002235.2",NM_002235,Hs.391581,Hs.306190,March 2006 (NCBI Build 36.1),chr12:4788602-4792839 (+) // 94.43 // p13.32,KCNA6,chr12p13,full length,---,3742,---,176257,NP_002226.1,NM_002235,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"potassium voltage-gated channel, shaker-related subfamily, member 6"
1553348_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.3187.3,"gb:NM_147133.1 /DB_XREF=gi:22212924 /GEN=NFX1 /TID=Hs2.3187.3 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=4799 /UG=Hs.3187 /DEF=Homo sapiens nuclear transcription factor, X-box binding 1 (NFX1), transcript variant 2, mRNA. /PROD=nuclear transcription factor, X-box binding 1isoform 2 /FL=gb:NM_147133.1 gb:AF332009.1",NM_147133,Hs.3187,Hs.413074,March 2006 (NCBI Build 36.1),chr9:33280509-33355271 (+) // 89.6 // p13.3,NFX1,chr9p13.3,full length,ENSG00000086102,4799,---,603255,NP_002495.2 /// NP_667344.1 /// NP_667345.1,NM_002504 /// NM_147133 /// NM_147134,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 3 transcripts. // false // Matching Probes // A,"nuclear transcription factor, X-box binding 1"
1553349_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.379904.1,"gb:NM_152641.1 /DB_XREF=gi:22749308 /TID=Hs2.379904.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=196528 /UG_GENE=FLJ30619 /UG=Hs.379904 /UG_TITLE=hypothetical protein FLJ30619 /DEF=Homo sapiens hypothetical protein FLJ30619 (FLJ30619), mRNA. /FL=gb:NM_152641.1",NM_152641,Hs.379904,Hs.317304,March 2006 (NCBI Build 36.1),chr12:44516994-44522087 (+) // 78.58 // q12,ARID2,chr12q12,full length,---,196528,---,609539,NP_689854.2,NM_152641,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"AT rich interactive domain 2 (ARID, RFX-like)"
1553350_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.376218.1,"gb:NM_152698.1 /DB_XREF=gi:22749392 /TID=Hs2.376218.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=205147 /UG_GENE=FLJ38377 /UG=Hs.376218 /UG_TITLE=hypothetical protein FLJ38377 /DEF=Homo sapiens hypothetical protein FLJ38377 (FLJ38377), mRNA. /FL=gb:NM_152698.1",NM_152698,Hs.376218,Hs.376218,March 2006 (NCBI Build 36.1),chr2:131229582-131239129 (+) // 97.29 // q21.1,FLJ38377,chr2q21.1,full length,---,205147,---,---,NP_689911.1,NM_152698,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,hypothetical protein FLJ38377
1553351_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.355236.1,"gb:NM_130901.1 /DB_XREF=gi:18702330 /GEN=LOC161725 /TID=Hs2.355236.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=161725 /UG=Hs.355236 /DEF=Homo sapiens cezanne 2 (LOC161725), mRNA. /PROD=cezanne 2 /FL=gb:NM_130901.1",NM_130901,Hs.355236,Hs.355236,March 2006 (NCBI Build 36.1),chr15:29562620-29734834 (-) // 89.25 // q13.3,OTUD7A,chr15q13.3,full length,ENSG00000169918,161725,---,---,NP_570971.1 /// XP_001127986.1,NM_130901 /// XM_001127986,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,OTU domain containing 7A
1553352_x_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2Affx.1.9,"gb:AF513360.1 /DB_XREF=gi:21326140 /TID=Hs2Affx.1.9 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /NOTE=sequence(s) not in UniGene /DEF=Homo sapiens enverin mRNA, complete cds. /PROD=enverin /FL=gb:AF208161.1 gb:NM_014590.2 gb:AF513360.1",AF513360,---,---,March 2006 (NCBI Build 36.1),---,ERVWE1,chr7q21-q22,---,---,30816,---,604659,NP_055405.3,NM_014590,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,"endogenous retroviral family W, env(C7), member 1 (syncytin)"
1553354_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.138430.1,"gb:NM_153030.1 /DB_XREF=gi:23308508 /TID=Hs2.138430.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=143153 /UG_GENE=FLJ31958 /UG=Hs.138430 /UG_TITLE=hypothetical protein FLJ31958 /DEF=Homo sapiens hypothetical protein FLJ31958 (FLJ31958), mRNA. /FL=gb:NM_153030.1",NM_153030,Hs.138430,Hs.651146,March 2006 (NCBI Build 36.1),chr10:52087439-52090034 (-) // 78.39 // q11.23 /// chr10:81112312-81114992 (-) // 77.26 // q22.3 /// chr10:81432509-81435189 (-) // 77.26 // q22.3,FLJ31958,chr10q11.23,---,---,143153,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,hypothetical protein FLJ31958
1553355_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.194750.1,"gb:NM_153019.1 /DB_XREF=gi:23308534 /TID=Hs2.194750.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=150319 /UG_GENE=FLJ30744 /UG=Hs.194750 /UG_TITLE=hypothetical protein FLJ30744 /DEF=Homo sapiens hypothetical protein FLJ30744 (FLJ30744), mRNA. /FL=gb:NM_153019.1",NM_153019,---,---,March 2006 (NCBI Build 36.1),chr22:35790768-35793470 (+) // 70.43 // q12.3,---,---,---,ENSG00000196808,---,---,---,---,---,---,---,---,---,---,---,---,"This probe set was annotated using the Matching Probes based pipeline to a ENSEMBL Transcript,GenBank identifier using 1 transcripts. // false // Matching Probes // A",---
1553356_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.350582.1,"gb:NM_053057.2 /DB_XREF=gi:20270213 /TID=Hs2.350582.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=114138 /UG_GENE=PRO0902 /UG=Hs.350582 /UG_TITLE=hypothetical protein PRO0902 /DEF=Homo sapiens hypothetical protein PRO0902 (PRO0902), mRNA. /FL=gb:NM_053057.2",NM_053057,Hs.350582,Hs.621339,March 2006 (NCBI Build 36.1),chr6:142725905-142728517 (-) // 74.11 // q24.1,---,---,full length,---,0,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a UniGene identifier using 1 transcripts. // false // Matching Probes // A,PRO0902
1553357_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.311352.1,"gb:NM_153016.1 /DB_XREF=gi:23308554 /TID=Hs2.311352.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=158696 /UG_GENE=FLJ30672 /UG=Hs.311352 /UG_TITLE=hypothetical protein FLJ30672 /DEF=Homo sapiens hypothetical protein FLJ30672 (FLJ30672), mRNA. /FL=gb:NM_153016.1",NM_153016,Hs.311352,Hs.558664,March 2006 (NCBI Build 36.1),chrX:137524723-137527149 (-) // 15.74 // q26.3,FLJ30672,chrXq26.3,---,---,158696,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,hypothetical protein FLJ30672
1553359_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.287418.1,"gb:NM_024963.2 /DB_XREF=gi:21361980 /TID=Hs2.287418.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=80028 /UG_GENE=FLJ11467 /UG=Hs.287418 /UG_TITLE=hypothetical protein FLJ11467 /DEF=Homo sapiens hypothetical protein FLJ11467 (FLJ11467), mRNA. /FL=gb:NM_024963.2",NM_024963,Hs.287418,Hs.658767,March 2006 (NCBI Build 36.1),chr7:5453881-5519908 (-) // 85.27 // p22.1,FBXL18,chr7p22.2,full length,ENSG00000155034,80028,---,609084,NP_079239.2,NM_024963,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,F-box and leucine-rich repeat protein 18
1553361_x_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.287418.1,"gb:NM_024963.2 /DB_XREF=gi:21361980 /TID=Hs2.287418.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=80028 /UG_GENE=FLJ11467 /UG=Hs.287418 /UG_TITLE=hypothetical protein FLJ11467 /DEF=Homo sapiens hypothetical protein FLJ11467 (FLJ11467), mRNA. /FL=gb:NM_024963.2",NM_024963,Hs.287418,Hs.658767,March 2006 (NCBI Build 36.1),chr7:5453881-5519908 (-) // 85.27 // p22.1,FBXL18,chr7p22.2,full length,ENSG00000155034,80028,---,609084,NP_079239.2,NM_024963,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,F-box and leucine-rich repeat protein 18
1553362_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.376334.1,"gb:NM_173645.1 /DB_XREF=gi:27735076 /TID=Hs2.376334.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=284944 /UG_GENE=FLJ37357 /UG=Hs.376334 /UG_TITLE=hypothetical protein FLJ37357 /DEF=Homo sapiens hypothetical protein FLJ37357 (FLJ37357), mRNA. /FL=gb:NM_173645.1",NM_173645,Hs.376334,Hs.376334,March 2006 (NCBI Build 36.1),chr2:84597089-84665489 (+) // 88.92 // p11.2,FLJ37357,chr2p11.2,full length,---,284944,---,---,NP_775916.1,NM_173645,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,hypothetical protein FLJ37357
1553363_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.350772.1,"gb:NM_152554.1 /DB_XREF=gi:22749154 /TID=Hs2.350772.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=154386 /UG_GENE=FLJ31934 /UG=Hs.350772 /UG_TITLE=hypothetical protein FLJ31934 /DEF=Homo sapiens hypothetical protein FLJ31934 (FLJ31934), mRNA. /FL=gb:NM_152554.1",NM_152554,Hs.350772,Hs.680574,March 2006 (NCBI Build 36.1),chr6:2567384-2579836 (-) // 63.71 // p25.2,C6orf195,chr6p25.2,full length,ENSG00000164385,154386,---,---,NP_689767.1,NM_152554,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,chromosome 6 open reading frame 195
1553364_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.407002.1,"gb:NM_173676.1 /DB_XREF=gi:27734926 /TID=Hs2.407002.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=285848 /UG_GENE=FLJ38755 /UG=Hs.407002 /UG_TITLE=hypothetical protein FLJ38755 /DEF=Homo sapiens hypothetical protein FLJ38755 (FLJ38755), mRNA. /FL=gb:NM_173676.1",NM_173676,Hs.407002,Hs.407002,March 2006 (NCBI Build 36.1),chr6:36318922-36384350 (+) // 73.62 // p21.31,PNPLA1,chr6p21.31,full length,ENSG00000180316,285848,---,---,NP_001034814.1 /// NP_775947.1,NM_001039725 /// NM_173676,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,patatin-like phospholipase domain containing 1
1553365_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.125697.1,"gb:NM_152317.1 /DB_XREF=gi:22748694 /TID=Hs2.125697.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=120863 /UG_GENE=FLJ33505 /UG=Hs.125697 /UG_TITLE=hypothetical protein FLJ33505 /DEF=Homo sapiens hypothetical protein FLJ33505 (FLJ33505), mRNA. /FL=gb:NM_152317.1",NM_152317,Hs.125697,Hs.653118,March 2006 (NCBI Build 36.1),chr12:99121577-99184971 (-) // 68.05 // q23.1,DEPDC4,chr12q23.1,full length,---,120863,---,---,NP_689530.1,NM_152317,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,DEP domain containing 4
1553366_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.376569.1,"gb:NM_144994.4 /DB_XREF=gi:28827787 /GEN=DARP /TID=Hs2.376569.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=200539 /UG=Hs.376569 /DEF=Homo sapiens diabetes related ankyrin repeat protein (DARP), mRNA. /PROD=diabetes related ankyrin repeat protein /FL=gb:NM_144994.4 gb:AF492401.1",NM_144994,Hs.376569,Hs.643430,March 2006 (NCBI Build 36.1),chr2:96867378-96871976 (-) // 97.69 // q11.2,ANKRD23,chr2q11.2,full length,ENSG00000163126,200539,---,610736,NP_659431.5,NM_144994,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,ankyrin repeat domain 23
1553367_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.343765.1,"gb:NM_144613.1 /DB_XREF=gi:21389424 /TID=Hs2.343765.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=125965 /UG_GENE=FLJ32865 /UG=Hs.343765 /UG_TITLE=hypothetical protein FLJ32865 /DEF=Homo sapiens hypothetical protein FLJ32865 (FLJ32865), mRNA. /FL=gb:NM_144613.1",NM_144613,Hs.343765,Hs.550544,March 2006 (NCBI Build 36.1),chr19:60552887-60557891 (-) // 75.61 // q13.42,COX6B2,chr19q13.42,full length,ENSG00000160471,125965,---,---,NP_653214.2,NM_144613,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 3 transcripts. // false // Matching Probes // A,cytochrome c oxidase subunit VIb polypeptide 2 (testis)
1553369_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.137319.1,"gb:NM_173544.1 /DB_XREF=gi:27734912 /TID=Hs2.137319.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=199786 /UG_GENE=FLJ39802 /UG=Hs.137319 /UG_TITLE=hypothetical protein FLJ39802 /DEF=Homo sapiens hypothetical protein FLJ39802 (FLJ39802), mRNA. /FL=gb:NM_173544.1",NM_173544,Hs.137319,Hs.434133,March 2006 (NCBI Build 36.1),chr19:17499071-17523839 (+) // 91.22 // p13.11,FAM129C,chr19p13.11,full length,ENSG00000167483,199786,---,609967,NP_775815.2,NM_173544,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,"family with sequence similarity 129, member C"
1553371_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.376724.1,"gb:NM_173641.1 /DB_XREF=gi:27735058 /TID=Hs2.376724.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=284656 /UG_GENE=FLJ33655 /UG=Hs.376724 /UG_TITLE=hypothetical protein FLJ33655 /DEF=Homo sapiens hypothetical protein FLJ33655 (FLJ33655), mRNA. /FL=gb:NM_173641.1",NM_173641,Hs.376724,Hs.129435,March 2006 (NCBI Build 36.1),chr1:37998544-38003435 (-) // 66.6 // p34.3,EPHA10,chr1p34.3,full length,---,284656,---,---,NP_001004338.1 /// NP_775912.1,NM_001004338 /// NM_173641,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,EPH receptor A10
1553372_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.297397.1,"gb:NM_152669.1 /DB_XREF=gi:22749354 /TID=Hs2.297397.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=200317 /UG_GENE=FLJ23865 /UG=Hs.297397 /UG_TITLE=hypothetical protein FLJ23865 /DEF=Homo sapiens hypothetical protein FLJ23865 (FLJ23865), mRNA. /FL=gb:NM_152669.1",NM_152669,Hs.297397,Hs.297397,March 2006 (NCBI Build 36.1),chr22:37898583-37900620 (-) // 57.16 // q13.1,FLJ23865,chr22q13.1,---,---,200317,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,hypothetical protein FLJ23865
1553373_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.350654.1,"gb:NM_144625.1 /DB_XREF=gi:21389448 /TID=Hs2.350654.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=128025 /UG_GENE=FLJ32978 /UG=Hs.350654 /UG_TITLE=hypothetical protein FLJ32978 /DEF=Homo sapiens hypothetical protein FLJ32978 (FLJ32978), mRNA. /FL=gb:NM_144625.1",NM_144625,Hs.350654,Hs.97527,March 2006 (NCBI Build 36.1),chr1:239979569-240031580 (+) // 99.85 // q43,WDR64,chr1q43,full length,ENSG00000162843,128025,---,---,NP_653226.3,NM_144625,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,WD repeat domain 64
1553374_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.283045.1,"gb:NM_018544.2 /DB_XREF=gi:20591457 /TID=Hs2.283045.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=55412 /UG_GENE=PRO2949 /UG=Hs.283045 /UG_TITLE=hypothetical protein PRO2949 /DEF=Homo sapiens hypothetical protein PRO2949 (PRO2949), mRNA. /FL=gb:NM_018544.2",NM_018544,Hs.283045,---,March 2006 (NCBI Build 36.1),chr8:105500963-105502904 (+) // 57.05 // q22.3,PRO2949,chr8q23.1,---,---,55412,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,hypothetical protein PRO2949
1553375_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.100256.1,"gb:NM_152733.1 /DB_XREF=gi:23308690 /TID=Hs2.100256.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /LL=114781 /UG_GENE=KIAA1880 /UG=Hs.100256 /UG_TITLE=KIAA1880 protein /DEF=Homo sapiens KIAA1880 protein (KIAA1880), mRNA. /FL=gb:NM_152733.1",NM_152733,Hs.100256,Hs.654635,March 2006 (NCBI Build 36.1),chr6:38250710-38671821 (-) // 99.75 // p21.2,BTBD9,chr6p21,full length,ENSG00000183826,114781,---,---,NP_689946.1,NM_152733,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 6 transcripts. // false // Matching Probes // A,BTB (POZ) domain containing 9
1553310_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.351007.1,"gb:NM_153021.1 /DB_XREF=gi:23308542 /TID=Hs2.351007.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=1 /LL=151056 /UG_GENE=FLJ30866 /UG=Hs.351007 /UG_TITLE=hypothetical protein FLJ30866 /DEF=Homo sapiens hypothetical protein FLJ30866 (FLJ30866), mRNA. /FL=gb:NM_153021.1",NM_153021,---,---,March 2006 (NCBI Build 36.1),chr2:28624866-28721996 (+) // 91.67 // p23.2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a GenBank identifier using 1 transcripts. // false // Matching Probes // A,---
1553311_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.171076.1,"gb:NM_173644.1 /DB_XREF=gi:27735086 /TID=Hs2.171076.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=1 /LL=284756 /UG_GENE=FLJ33860 /UG=Hs.171076 /UG_TITLE=hypothetical protein FLJ33860 /DEF=Homo sapiens hypothetical protein FLJ33860 (FLJ33860), mRNA. /FL=gb:NM_173644.1",NM_173644,Hs.171076,Hs.335319,March 2006 (NCBI Build 36.1),chr20:58064374-58080456 (+) // 36.57 // q13.33,C20orf197,chr20q13.33,full length,---,284756,---,---,NP_775915.1,NM_173644,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,chromosome 20 open reading frame 197
1553313_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.421196.1,"gb:NM_006933.1 /DB_XREF=gi:5902091 /GEN=SLC5A3 /TID=Hs2.421196.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=1 /LL=6526 /UG=Hs.421196 /DEF=Homo sapiens solute carrier family 5 (inositol transporters), member 3 (SLC5A3), mRNA. /PROD=solute carrier family 5 (inositol transporters),member 3 /FL=gb:NM_006933.1",NM_006933,Hs.421196,Hs.302742,March 2006 (NCBI Build 36.1),chr21:34389367-34391524 (+) // 99.95 // q22.11,SLC5A3,chr21q22.12,---,---,6526,---,600444,NP_008864.3,NM_006933,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"solute carrier family 5 (inositol transporters), member 3"
1553314_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.372773.1,"gb:NM_153209.1 /DB_XREF=gi:23397457 /TID=Hs2.372773.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=1 /LL=124602 /UG_GENE=FLJ37300 /UG=Hs.372773 /UG_TITLE=hypothetical protein FLJ37300 /DEF=Homo sapiens hypothetical protein FLJ37300 (FLJ37300), mRNA. /FL=gb:NM_153209.1",NM_153209,Hs.372773,Hs.372773,March 2006 (NCBI Build 36.1),chr17:69833981-69859053 (+) // 83.21 // q25.1,KIF19,chr17q25.1,full length,ENSG00000196169,124602,---,---,NP_694941.1,NM_153209,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,kinesin family member 19
1553315_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.406736.1,"gb:NM_144990.1 /DB_XREF=gi:21450688 /TID=Hs2.406736.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=1 /LL=200172 /UG_GENE=FLJ23878 /UG=Hs.406736 /UG_TITLE=hypothetical protein FLJ23878 /DEF=Homo sapiens hypothetical protein FLJ23878 (FLJ23878), mRNA. /FL=gb:NM_144990.1",NM_144990,Hs.406736,Hs.194609,March 2006 (NCBI Build 36.1),chr1:41257112-41258973 (-) // 66.03 // p34.2,SLFNL1,chr1p34.2,full length,---,200172,---,---,NP_659427.2,NM_144990,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,schlafen-like 1
1553316_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.352219.1,"gb:NM_080817.1 /DB_XREF=gi:18201869 /GEN=GPR82 /TID=Hs2.352219.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=1 /LL=27197 /UG=Hs.352219 /DEF=Homo sapiens G protein-coupled receptor 82 (GPR82), mRNA. /PROD=G protein-coupled receptor 82 /FL=gb:NM_080817.1",NM_080817,Hs.352219,Hs.664795,March 2006 (NCBI Build 36.1),chrX:41468377-41472950 (+) // 86.41 // p11.4,GPR82,chrXp11.4,full length,---,27197,---,606924,NP_543007.1,NM_080817,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 3 transcripts. // false // Matching Probes // A,G protein-coupled receptor 82
1553317_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.352219.1,gb:AL832460.1 /DB_XREF=gi:21733026 /TID=Hs2.352219.1 /CNT=4 /FEA=FLmRNA /TIER=ConsEnd /STK=0 /LL=27197 /UG_GENE=GPR82 /UG=Hs.352219 /UG_TITLE=G protein-coupled receptor 82 /DEF=Homo sapiens mRNA; cDNA DKFZp313N2416 (from clone DKFZp313N2416). /FL=gb:NM_080817.1,AL832460,Hs.352219,Hs.664795,March 2006 (NCBI Build 36.1),chrX:41468377-41472950 (+) // 86.41 // p11.4,GPR82,chrXp11.4,full length,---,27197,---,606924,NP_543007.1,NM_080817,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,G protein-coupled receptor 82
